farm_id,state,district,village,crop,crop_variety,sowing_date,harvesting_date,season,land_area_acres,soil_type,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_used,irrigation_method,rainfall_mm,avg_temperature_c,humidity_percent,pest_attack,disease_name,pesticide_used,expected_yield_tonnes,actual_yield_tonnes,water_consumption_litres,production_cost_inr,market_price_inr,profit_loss_inr,crop_health_score,sustainability_score
FARM01743,Uttar Pradesh,Lucknow,Village_193,Soybean,NRC37,2021-12-08,2022-03-20,Kharif,6.69,Laterite,6.0,88,171,164,Organic Compost,Sprinkler,34.9,21.9,52,No,None,Neem Oil,24.52,23.86,411519.8,85362.99,46651.14,-38711.85,55,46
FARM01744,Rajasthan,Kota,Village_161,Rice,IR64,2021-09-14,2022-01-13,Rabi,21.25,Clay,5.7,41,68,90,Urea,Canal,24.0,25.7,49,No,None,Neem Oil,84.46,90.65,1446483.0,564183.34,272554.66,-291628.68,66,74
FARM01745,Uttar Pradesh,Meerut,Village_297,Maize,DHM117,2022-07-30,2022-11-11,Rabi,1.47,Black,7.3,70,71,125,Organic Compost,Canal,30.0,17.7,53,No,None,Neem Oil,5.7,6.06,46339.3,26652.54,23990.39,-2662.15,79,53
FARM01746,Tamil Nadu,Coimbatore,Village_260,Cotton,Suraj,2022-12-11,2023-06-08,Zaid,21.49,Laterite,5.7,111,107,64,NPK,Rain-fed,38.5,39.5,59,Yes,Leaf Blight,Imidacloprid,74.56,59.65,858199.3,349738.06,159948.77,-189789.29,49,69
FARM01747,Rajasthan,Jaipur,Village_58,Potato,Kufri Pukhraj,2023-06-21,2023-11-24,Rabi,6.74,Loamy,8.0,112,51,119,NPK,Sprinkler,56.7,21.2,70,No,None,Neem Oil,26.16,27.83,368825.7,91317.43,108574.2,17256.77,83,91
FARM01748,Tamil Nadu,Madurai,Village_373,Wheat,HD2967,2020-05-05,2020-10-31,Rabi,4.49,Alluvial,8.1,107,153,42,Organic Compost,Canal,41.6,23.2,56,Yes,Leaf Blight,Chlorpyrifos,13.14,10.51,228054.7,71608.17,33569.43,-38038.74,60,85
FARM01749,Maharashtra,Nashik,Village_299,Soybean,JS335,2024-03-29,2024-09-19,Rabi,12.86,Clay,5.7,43,148,98,Organic Compost,Drip,93.1,38.4,76,No,None,Neem Oil,48.55,50.63,831011.0,372647.33,102659.15,-269988.18,68,95
FARM01750,Rajasthan,Kota,Village_70,Maize,HQPM1,2020-07-25,2020-10-26,Rabi,11.86,Alluvial,6.1,84,42,44,NPK,Flood,17.0,18.9,51,Yes,Leaf Blight,Imidacloprid,39.97,31.98,239912.1,256122.51,104694.39,-151428.12,65,87
FARM01751,Uttar Pradesh,Lucknow,Village_254,Millet,Ragi,2022-10-21,2023-03-27,Zaid,6.34,Red,6.4,50,178,109,Vermicompost,Canal,83.5,38.3,76,No,None,Neem Oil,28.04,28.2,506956.9,121964.45,59855.81,-62108.64,74,92
FARM01752,West Bengal,Kolkata,Village_310,Cotton,Bt,2020-11-06,2021-02-26,Zaid,5.67,Red,6.5,97,120,44,NPK,Rain-fed,101.8,30.8,83,Yes,Leaf Blight,Imidacloprid,26.56,21.25,417615.7,162237.83,49564.11,-112673.72,45,58
FARM01753,Karnataka,Mysuru,Village_475,Wheat,PBW725,2020-06-29,2020-10-22,Zaid,12.39,Laterite,7.3,55,75,90,DAP,Drip,74.1,22.1,70,No,None,Neem Oil,39.71,41.16,377358.9,330189.75,165860.52,-164329.23,64,68
FARM01754,Punjab,Amritsar,Village_318,Sugarcane,Co0238,2023-09-11,2023-12-31,Zaid,19.17,Laterite,6.9,169,104,54,Vermicompost,Drip,52.5,25.1,70,No,None,Neem Oil,62.48,63.31,482299.6,320464.89,257519.86,-62945.03,94,46
FARM01755,Tamil Nadu,Madurai,Village_300,Soybean,NRC37,2020-07-31,2021-01-02,Zaid,14.73,Loamy,7.6,59,99,68,DAP,Drip,176.4,33.6,96,No,None,Neem Oil,77.59,81.68,870809.7,304922.98,314828.6,9905.62,59,69
FARM01756,Uttar Pradesh,Lucknow,Village_142,Wheat,HD2967,2021-02-05,2021-07-22,Zaid,3.17,Alluvial,7.4,135,164,157,Organic Compost,Flood,145.4,17.6,81,No,None,Neem Oil,15.42,15.3,175152.4,88143.3,45492.23,-42651.07,77,65
FARM01757,Uttar Pradesh,Lucknow,Village_225,Potato,Kufri Jyoti,2020-07-28,2020-11-29,Kharif,15.16,Loamy,7.4,64,40,51,DAP,Canal,118.2,26.6,82,No,None,Neem Oil,75.16,76.52,1171027.4,504744.03,232375.49,-272368.54,61,45
FARM01758,Tamil Nadu,Coimbatore,Village_416,Potato,Kufri Pukhraj,2022-08-17,2023-01-15,Kharif,24.63,Red,7.1,77,173,132,NPK,Canal,25.8,31.0,52,No,None,Neem Oil,81.52,85.03,1052592.3,441922.86,348992.46,-92930.4,75,90
FARM01759,Rajasthan,Jaipur,Village_266,Sugarcane,Co86032,2023-06-22,2023-12-12,Zaid,14.37,Black,5.7,100,55,170,Vermicompost,Drip,95.8,28.2,79,No,None,Neem Oil,59.9,60.79,1033524.6,343655.2,160523.16,-183132.04,60,79
FARM01760,Assam,Guwahati,Village_395,Millet,Bajra,2023-01-07,2023-05-18,Zaid,5.25,Black,6.7,65,124,112,NPK,Flood,81.6,24.4,73,Yes,Leaf Blight,Chlorpyrifos,22.68,18.14,237044.3,125018.26,49840.25,-75178.01,55,55
FARM01761,Rajasthan,Jaipur,Village_38,Cotton,Suraj,2022-03-21,2022-07-14,Kharif,8.17,Red,6.7,76,82,112,Organic Compost,Canal,128.8,24.3,76,No,None,Neem Oil,35.39,36.9,136047.7,201895.59,141204.29,-60691.3,89,95
FARM01762,Maharashtra,Pune,Village_120,Sugarcane,Co0238,2020-09-04,2021-01-05,Kharif,1.51,Alluvial,7.5,53,148,128,DAP,Drip,46.3,32.1,55,Yes,Leaf Blight,Imidacloprid,5.3,4.24,28998.2,24986.88,11182.93,-13803.95,46,67
FARM01763,Maharashtra,Nashik,Village_8,Soybean,NRC37,2024-01-20,2024-05-22,Rabi,10.84,Alluvial,6.9,132,128,46,DAP,Sprinkler,111.3,32.0,71,No,None,Neem Oil,42.57,41.91,287062.3,254545.46,77799.05,-176746.41,62,53
FARM01764,Maharashtra,Pune,Village_398,Maize,DHM117,2023-10-24,2024-04-19,Kharif,23.44,Red,8.1,107,86,164,Urea,Rain-fed,101.0,24.0,77,Yes,Leaf Blight,Chlorpyrifos,83.29,66.63,983385.5,304943.57,189070.3,-115873.27,39,59
FARM01765,Punjab,Amritsar,Village_370,Cotton,Suraj,2024-02-18,2024-08-11,Zaid,12.31,Red,7.5,63,109,108,Urea,Rain-fed,54.8,26.2,69,No,None,Neem Oil,36.12,37.27,323974.4,189703.16,128615.62,-61087.54,78,49
FARM01766,Karnataka,Mysuru,Village_320,Wheat,PBW725,2022-07-10,2022-10-12,Kharif,10.74,Black,7.8,104,56,74,Organic Compost,Canal,57.5,22.1,69,Yes,Leaf Blight,Chlorpyrifos,44.76,35.81,691872.1,150132.0,139469.9,-10662.1,28,94
FARM01767,Tamil Nadu,Coimbatore,Village_276,Maize,HQPM1,2023-07-05,2023-10-15,Zaid,1.69,Clay,6.9,180,74,56,Urea,Drip,52.2,32.1,56,No,None,Neem Oil,6.47,6.51,103975.1,37658.89,14961.71,-22697.18,58,70
FARM01768,West Bengal,Siliguri,Village_86,Cotton,Bt,2021-01-31,2021-05-15,Rabi,5.02,Alluvial,7.5,99,145,133,Organic Compost,Flood,38.9,22.9,66,No,None,Neem Oil,17.56,16.78,230247.6,168332.0,46667.9,-121664.1,86,76
FARM01769,Uttar Pradesh,Meerut,Village_164,Sugarcane,Co86032,2023-01-25,2023-05-14,Kharif,24.77,Clay,8.1,141,73,67,Urea,Drip,39.7,31.7,53,No,None,Neem Oil,97.33,100.11,530835.7,487962.75,332216.02,-155746.73,66,85
FARM01770,Tamil Nadu,Madurai,Village_42,Rice,Basmati,2023-11-26,2024-03-13,Rabi,17.43,Red,7.5,53,142,138,Urea,Flood,225.0,31.1,98,No,None,Neem Oil,110.38,105.14,655215.5,508363.4,337070.3,-171293.1,79,65
FARM01771,Rajasthan,Jaipur,Village_463,Wheat,PBW725,2022-11-20,2023-05-07,Zaid,1.48,Black,7.6,81,128,106,DAP,Drip,26.6,41.4,62,No,None,Neem Oil,4.5,4.94,88961.8,39779.63,15730.42,-24049.21,64,90
FARM01772,Rajasthan,Kota,Village_163,Soybean,NRC37,2022-02-01,2022-05-02,Rabi,3.24,Clay,8.0,50,118,148,Vermicompost,Canal,91.8,26.3,68,Yes,Leaf Blight,Imidacloprid,13.65,10.92,211204.6,57433.39,33206.11,-24227.28,32,66
FARM01773,Karnataka,Belagavi,Village_481,Maize,HQPM1,2023-05-19,2023-09-27,Zaid,15.65,Laterite,7.0,165,148,73,DAP,Flood,27.4,30.6,48,No,None,Neem Oil,57.73,55.85,1176476.6,299905.64,217871.24,-82034.4,90,85
FARM01774,West Bengal,Kolkata,Village_357,Cotton,Suraj,2024-04-08,2024-09-21,Zaid,24.91,Red,7.9,56,167,140,Organic Compost,Drip,89.0,36.8,67,No,None,Neem Oil,93.37,93.7,718143.0,847672.0,325758.02,-521913.98,71,86
FARM01775,Karnataka,Belagavi,Village_410,Maize,DHM117,2020-09-18,2021-02-14,Zaid,18.58,Clay,7.2,135,121,137,Vermicompost,Sprinkler,96.2,23.6,78,No,None,Neem Oil,84.68,87.05,512242.8,639088.21,201948.55,-437139.66,80,89
FARM01776,Punjab,Amritsar,Village_58,Soybean,JS335,2023-06-02,2023-09-22,Rabi,5.93,Clay,6.2,59,110,62,Organic Compost,Sprinkler,133.5,31.2,80,No,None,Neem Oil,31.05,33.17,141900.4,166236.57,65158.43,-101078.14,97,65
FARM01777,Punjab,Ludhiana,Village_129,Cotton,Suraj,2022-03-11,2022-07-28,Rabi,6.23,Laterite,6.6,112,87,136,Organic Compost,Canal,74.3,22.5,65,Yes,Leaf Blight,Imidacloprid,24.87,19.9,419534.6,170618.61,77709.7,-92908.91,62,95
FARM01778,Karnataka,Mysuru,Village_333,Wheat,PBW725,2022-08-07,2023-02-02,Zaid,3.87,Clay,6.4,128,162,154,DAP,Drip,18.3,38.9,50,No,None,Neem Oil,11.13,11.71,78077.1,124681.36,40667.02,-84014.34,56,73
FARM01779,Assam,Guwahati,Village_85,Wheat,HD2967,2022-10-19,2023-02-02,Kharif,9.29,Laterite,5.5,108,121,127,Vermicompost,Rain-fed,66.4,27.3,67,Yes,Leaf Blight,Imidacloprid,30.91,24.73,380105.9,127131.15,103794.47,-23336.68,28,64
FARM01780,Uttar Pradesh,Meerut,Village_355,Soybean,JS335,2020-08-22,2020-12-16,Zaid,4.32,Red,5.7,169,46,44,Urea,Sprinkler,48.0,28.7,57,No,None,Neem Oil,15.46,16.98,164151.1,97341.31,58201.1,-39140.21,97,87
FARM01781,Assam,Guwahati,Village_180,Soybean,NRC37,2024-04-29,2024-07-29,Zaid,16.61,Red,7.9,127,47,157,NPK,Canal,42.0,32.9,60,No,None,Neem Oil,69.15,70.62,1178821.0,463204.18,168701.82,-294502.36,88,62
FARM01782,Tamil Nadu,Coimbatore,Village_75,Millet,Bajra,2021-11-14,2022-04-29,Zaid,4.81,Red,7.6,94,94,136,Vermicompost,Sprinkler,64.8,27.3,74,Yes,Leaf Blight,Imidacloprid,21.1,16.88,314879.7,85292.55,30479.79,-54812.76,69,76
FARM01783,Karnataka,Mysuru,Village_189,Sugarcane,Co0238,2024-02-05,2024-05-15,Zaid,23.31,Loamy,8.0,153,168,168,Organic Compost,Flood,13.0,25.8,52,No,None,Neem Oil,77.57,82.81,1111537.6,543086.78,316134.81,-226951.97,90,62
FARM01784,Tamil Nadu,Coimbatore,Village_10,Sugarcane,Co86032,2023-11-28,2024-05-09,Zaid,3.84,Red,6.2,103,82,100,Organic Compost,Canal,51.7,28.3,58,Yes,Leaf Blight,Imidacloprid,11.79,9.43,241545.2,63530.19,36495.81,-27034.38,26,87
FARM01785,Karnataka,Belagavi,Village_110,Wheat,HD2967,2022-10-12,2023-02-20,Zaid,4.16,Clay,5.9,57,106,154,Organic Compost,Sprinkler,49.8,17.1,55,No,None,Neem Oil,15.99,15.69,307094.8,145503.46,39675.52,-105827.94,74,82
FARM01786,Maharashtra,Nashik,Village_36,Cotton,Bt,2021-07-22,2021-12-15,Rabi,3.22,Black,6.0,107,79,138,Vermicompost,Flood,45.7,30.8,65,Yes,Leaf Blight,Chlorpyrifos,11.27,9.02,172063.3,93298.14,31111.96,-62186.18,64,77
FARM01787,West Bengal,Siliguri,Village_88,Rice,Basmati,2022-10-23,2023-01-29,Zaid,11.71,Red,7.0,78,180,74,Urea,Flood,73.2,33.8,74,Yes,Leaf Blight,Imidacloprid,40.5,32.4,753444.6,384140.77,74569.76,-309571.01,28,75
FARM01788,Uttar Pradesh,Lucknow,Village_342,Maize,DHM117,2020-07-02,2020-11-29,Rabi,3.53,Black,5.5,112,60,177,Vermicompost,Flood,110.6,24.2,85,Yes,Leaf Blight,Imidacloprid,16.13,12.9,70545.1,74378.46,44345.65,-30032.81,68,71
FARM01789,Uttar Pradesh,Meerut,Village_437,Wheat,HD2967,2020-01-04,2020-07-02,Zaid,17.83,Laterite,6.5,49,108,106,Vermicompost,Sprinkler,61.7,26.9,59,No,None,Neem Oil,55.45,56.5,622922.4,446857.41,165515.09,-281342.32,59,67
FARM01790,Maharashtra,Pune,Village_50,Potato,Kufri Jyoti,2023-02-04,2023-05-22,Zaid,10.47,Red,6.1,45,106,50,Urea,Rain-fed,60.2,24.5,71,No,None,Neem Oil,41.48,39.73,680341.8,249899.33,133742.8,-116156.53,87,53
FARM01791,Maharashtra,Pune,Village_66,Rice,IR64,2022-05-12,2022-11-08,Zaid,4.84,Loamy,6.2,85,46,69,DAP,Rain-fed,109.8,30.5,85,No,None,Neem Oil,24.48,24.29,83392.8,102543.16,74042.47,-28500.69,81,47
FARM01792,Uttar Pradesh,Meerut,Village_96,Sugarcane,Co0238,2023-01-27,2023-07-15,Kharif,2.78,Red,6.0,61,156,170,Organic Compost,Drip,72.0,23.9,67,Yes,Leaf Blight,Chlorpyrifos,12.64,10.11,62990.8,90223.91,19007.51,-71216.4,25,77
FARM01793,Punjab,Ludhiana,Village_208,Soybean,JS335,2021-04-22,2021-10-11,Zaid,15.39,Laterite,7.8,86,150,163,Vermicompost,Flood,48.0,36.7,61,No,None,Neem Oil,49.97,53.08,573671.8,427582.72,195652.0,-231930.72,85,92
FARM01794,Karnataka,Belagavi,Village_354,Wheat,PBW725,2022-04-09,2022-09-13,Kharif,8.63,Black,6.8,90,141,66,Organic Compost,Canal,60.8,17.2,57,No,None,Neem Oil,25.85,25.08,508539.8,169638.51,103078.76,-66559.75,66,72
FARM01795,Maharashtra,Pune,Village_279,Soybean,NRC37,2021-06-08,2021-11-06,Rabi,6.99,Laterite,5.9,154,156,137,Organic Compost,Flood,93.0,27.2,79,Yes,Leaf Blight,Imidacloprid,23.89,19.11,160018.6,163047.2,65906.94,-97140.26,41,47
FARM01796,Uttar Pradesh,Lucknow,Village_222,Millet,Ragi,2020-03-25,2020-08-27,Zaid,11.23,Alluvial,8.1,152,153,98,Vermicompost,Drip,138.4,31.3,78,No,None,Neem Oil,59.03,56.22,180813.1,212880.6,223384.99,10504.39,79,80
FARM01797,Uttar Pradesh,Lucknow,Village_205,Wheat,HD2967,2022-12-07,2023-03-29,Rabi,5.37,Laterite,7.6,164,147,151,NPK,Flood,29.3,26.9,55,Yes,Leaf Blight,Chlorpyrifos,17.37,13.9,419330.7,91859.4,40876.57,-50982.83,25,95
FARM01798,West Bengal,Siliguri,Village_372,Sugarcane,Co0238,2022-02-14,2022-07-04,Rabi,1.1,Alluvial,7.1,116,40,51,Organic Compost,Sprinkler,46.1,29.3,54,Yes,Leaf Blight,Imidacloprid,4.12,3.3,18116.2,14838.74,10791.35,-4047.39,66,75
FARM01799,Maharashtra,Pune,Village_35,Cotton,Bt,2020-10-24,2021-03-30,Zaid,15.86,Clay,8.1,158,55,124,Organic Compost,Rain-fed,101.0,22.2,75,Yes,Leaf Blight,Imidacloprid,69.87,55.9,1262066.1,290247.69,203090.39,-87157.3,64,91
FARM01800,Maharashtra,Pune,Village_144,Potato,Kufri Pukhraj,2020-03-29,2020-08-22,Rabi,2.57,Laterite,6.1,59,108,84,DAP,Canal,96.2,36.3,66,No,None,Neem Oil,12.6,12.41,205573.5,45566.82,50022.54,4455.72,79,85
FARM01801,Karnataka,Mysuru,Village_64,Soybean,JS335,2024-02-14,2024-05-26,Zaid,2.24,Loamy,6.2,167,170,56,Organic Compost,Sprinkler,54.5,30.0,66,No,None,Neem Oil,7.31,7.67,57482.5,53120.88,17094.75,-36026.13,56,84
FARM01802,Punjab,Ludhiana,Village_178,Potato,Kufri Pukhraj,2022-12-06,2023-05-09,Rabi,10.23,Alluvial,5.6,106,81,111,DAP,Flood,38.7,24.5,55,No,None,Neem Oil,33.52,32.74,490642.0,315049.12,84995.44,-230053.68,78,61
FARM01803,Maharashtra,Pune,Village_457,Millet,Bajra,2020-07-24,2021-01-09,Zaid,10.84,Clay,6.3,60,103,114,Urea,Drip,85.9,28.6,69,No,None,Neem Oil,45.14,44.38,638509.0,332109.67,155240.49,-176869.18,84,62
FARM01804,Rajasthan,Kota,Village_430,Wheat,PBW725,2020-08-08,2020-11-18,Zaid,8.91,Laterite,5.8,42,56,153,NPK,Sprinkler,59.2,21.9,59,Yes,Leaf Blight,Chlorpyrifos,29.15,23.32,288724.2,177068.75,74388.14,-102680.61,46,82
FARM01805,West Bengal,Kolkata,Village_197,Potato,Kufri Pukhraj,2020-04-04,2020-07-20,Kharif,13.66,Clay,7.8,90,72,95,DAP,Sprinkler,51.8,32.8,58,Yes,Leaf Blight,Chlorpyrifos,53.99,43.19,227844.4,346761.95,164491.63,-182270.32,67,45
FARM01806,Maharashtra,Nashik,Village_377,Cotton,Suraj,2020-11-11,2021-03-26,Kharif,2.38,Laterite,7.6,75,104,156,DAP,Flood,114.1,31.4,81,No,None,Neem Oil,9.09,9.08,88952.1,29474.73,36929.56,7454.83,81,73
FARM01807,Punjab,Ludhiana,Village_347,Maize,DHM117,2022-06-21,2022-12-10,Kharif,12.38,Red,6.6,155,158,47,Vermicompost,Sprinkler,29.7,27.5,53,No,None,Neem Oil,35.23,35.8,288408.7,332358.98,98969.94,-233389.04,67,78
FARM01808,Tamil Nadu,Madurai,Village_171,Potato,Kufri Pukhraj,2020-12-20,2021-05-06,Rabi,10.34,Loamy,6.3,71,44,65,NPK,Canal,101.3,19.6,69,No,None,Neem Oil,37.19,39.66,803111.6,187106.62,124186.49,-62920.13,57,68
FARM01809,Assam,Guwahati,Village_176,Millet,Ragi,2022-03-21,2022-09-09,Kharif,8.25,Clay,6.3,113,123,110,Urea,Sprinkler,55.5,26.9,60,No,None,Neem Oil,24.93,25.0,603545.4,159213.54,52757.21,-106456.33,91,83
FARM01810,Rajasthan,Kota,Village_12,Soybean,NRC37,2022-07-28,2022-11-02,Kharif,21.41,Black,5.6,61,44,69,Vermicompost,Sprinkler,75.0,26.6,63,Yes,Leaf Blight,Imidacloprid,96.83,77.46,1266230.8,516261.22,163001.46,-353259.76,24,81
FARM01811,Tamil Nadu,Madurai,Village_498,Millet,Bajra,2020-05-22,2020-09-29,Kharif,12.63,Clay,7.5,175,74,154,Organic Compost,Flood,116.1,18.1,78,Yes,Leaf Blight,Chlorpyrifos,62.67,50.14,204620.0,303795.01,155806.82,-147988.19,28,71
FARM01812,Rajasthan,Jaipur,Village_15,Rice,Basmati,2023-06-07,2023-10-21,Kharif,17.96,Alluvial,7.9,70,101,65,Vermicompost,Canal,35.9,35.5,62,No,None,Neem Oil,58.68,60.3,557903.7,253764.61,196562.26,-57202.35,87,48
FARM01813,West Bengal,Siliguri,Village_184,Sugarcane,Co86032,2020-11-04,2021-04-23,Kharif,9.38,Alluvial,5.7,118,132,160,NPK,Drip,54.8,25.6,61,No,None,Neem Oil,39.42,42.71,212787.2,161194.12,88900.73,-72293.39,71,65
FARM01814,Punjab,Amritsar,Village_392,Millet,Ragi,2021-11-24,2022-04-15,Kharif,13.32,Black,7.2,170,49,168,NPK,Canal,63.7,28.8,60,No,None,Neem Oil,52.51,55.1,276889.5,186898.22,153979.09,-32919.13,61,57
FARM01815,Rajasthan,Jaipur,Village_79,Rice,Basmati,2020-07-04,2020-10-02,Kharif,24.27,Alluvial,6.3,70,116,66,NPK,Flood,31.7,28.8,52,No,None,Neem Oil,80.69,88.74,725627.6,307259.12,293722.05,-13537.07,86,52
FARM01816,Maharashtra,Nashik,Village_167,Maize,HQPM1,2022-05-07,2022-09-12,Kharif,8.4,Red,7.1,106,129,93,NPK,Flood,101.4,13.9,82,Yes,Leaf Blight,Chlorpyrifos,39.19,31.35,666046.8,191173.43,97053.85,-94119.58,57,66
FARM01817,Maharashtra,Nashik,Village_203,Rice,Basmati,2023-03-05,2023-06-16,Zaid,2.24,Loamy,7.7,132,60,179,Vermicompost,Sprinkler,44.9,20.0,58,No,None,Neem Oil,9.37,9.4,121952.2,33318.96,37677.87,4358.91,62,64
FARM01818,Tamil Nadu,Coimbatore,Village_129,Wheat,HD2967,2024-01-28,2024-05-13,Zaid,7.27,Black,7.9,128,108,77,DAP,Drip,56.4,31.6,70,No,None,Neem Oil,22.65,23.74,232578.5,238101.12,84451.93,-153649.19,57,72
FARM01819,Tamil Nadu,Madurai,Village_187,Potato,Kufri Pukhraj,2021-10-29,2022-02-25,Rabi,21.01,Black,5.8,92,175,131,Organic Compost,Drip,42.9,27.1,63,Yes,Leaf Blight,Chlorpyrifos,61.14,48.91,1486848.3,723386.98,106367.31,-617019.67,33,83
FARM01820,Maharashtra,Nashik,Village_312,Millet,Bajra,2020-06-03,2020-09-13,Kharif,8.38,Red,5.9,166,110,88,DAP,Flood,40.0,37.6,62,No,None,Neem Oil,23.44,25.39,389919.2,234554.13,105639.27,-128914.86,61,82
FARM01821,Punjab,Ludhiana,Village_129,Cotton,Bt,2021-08-19,2021-12-18,Zaid,21.03,Loamy,7.3,87,156,80,Urea,Flood,50.3,20.1,59,No,None,Neem Oil,70.58,76.66,453819.3,709273.85,196190.05,-513083.8,97,48
FARM01822,Karnataka,Mysuru,Village_486,Maize,HQPM1,2020-09-09,2020-12-20,Rabi,2.88,Loamy,6.6,59,54,115,NPK,Drip,70.5,38.0,67,No,None,Neem Oil,9.64,10.48,126615.5,45419.18,33242.38,-12176.8,74,90
FARM01823,Assam,Guwahati,Village_56,Sugarcane,Co0238,2020-11-23,2021-04-15,Zaid,24.81,Alluvial,5.9,112,95,95,Vermicompost,Sprinkler,61.2,28.9,58,No,None,Neem Oil,83.99,87.17,1880260.4,415002.41,328004.73,-86997.68,97,52
FARM01824,Maharashtra,Pune,Village_50,Potato,Kufri Pukhraj,2021-06-27,2021-10-02,Rabi,4.64,Laterite,6.4,102,99,67,Vermicompost,Rain-fed,147.3,24.5,88,No,None,Neem Oil,25.17,27.35,210823.5,157922.98,88913.18,-69009.8,98,87
FARM01825,Uttar Pradesh,Meerut,Village_225,Wheat,HD2967,2023-11-17,2024-04-19,Rabi,12.8,Laterite,5.9,59,79,126,NPK,Sprinkler,65.6,27.2,63,No,None,Neem Oil,56.85,62.48,539716.8,236747.79,139614.36,-97133.43,55,76
FARM01826,Tamil Nadu,Coimbatore,Village_447,Potato,Kufri Pukhraj,2021-10-05,2022-02-24,Rabi,3.09,Clay,7.5,124,126,136,Urea,Drip,30.9,29.1,56,No,None,Neem Oil,10.87,10.84,113491.6,68177.92,33763.9,-34414.02,80,71
FARM01827,Maharashtra,Nashik,Village_228,Cotton,Bt,2024-02-01,2024-06-09,Zaid,19.41,Alluvial,8.2,119,116,155,NPK,Flood,117.7,29.2,83,No,None,Neem Oil,89.55,98.38,786846.5,456909.22,360210.59,-96698.63,78,57
FARM01828,Uttar Pradesh,Meerut,Village_289,Rice,Basmati,2021-05-03,2021-09-30,Rabi,19.33,Alluvial,7.5,164,102,100,Urea,Rain-fed,88.0,22.7,73,Yes,Leaf Blight,Chlorpyrifos,71.66,57.33,746765.0,389055.92,195387.96,-193667.96,56,67
FARM01829,Karnataka,Belagavi,Village_263,Wheat,HD2967,2022-12-27,2023-06-09,Kharif,9.52,Alluvial,6.4,176,47,54,Organic Compost,Drip,38.4,24.6,58,Yes,Leaf Blight,Imidacloprid,28.37,22.7,565977.0,254056.02,55859.63,-198196.39,24,69
FARM01830,Karnataka,Mysuru,Village_98,Cotton,Bt,2020-03-27,2020-09-06,Kharif,9.26,Loamy,5.7,90,74,101,DAP,Rain-fed,106.6,31.9,81,No,None,Neem Oil,40.53,40.06,387863.6,150107.93,149440.59,-667.34,71,58
FARM01831,Punjab,Amritsar,Village_433,Millet,Bajra,2023-01-05,2023-05-15,Zaid,8.64,Red,5.7,81,96,138,Organic Compost,Canal,72.0,25.5,67,No,None,Neem Oil,38.17,36.43,410306.1,295149.21,85965.06,-209184.15,96,61
FARM01832,Karnataka,Mysuru,Village_371,Millet,Bajra,2023-10-11,2024-03-10,Zaid,8.16,Laterite,7.5,93,119,45,Vermicompost,Rain-fed,66.3,23.3,61,No,None,Neem Oil,31.61,33.88,347952.6,234204.76,61960.64,-172244.12,90,70
FARM01833,Rajasthan,Kota,Village_269,Maize,HQPM1,2021-07-13,2021-10-18,Zaid,12.78,Laterite,8.1,127,61,137,NPK,Sprinkler,139.6,26.4,84,No,None,Neem Oil,68.5,65.85,637108.0,281406.98,169681.18,-111725.8,87,49
FARM01834,Uttar Pradesh,Lucknow,Village_374,Potato,Kufri Pukhraj,2024-02-12,2024-06-30,Kharif,12.81,Alluvial,7.1,91,154,73,Urea,Drip,96.1,24.4,72,No,None,Neem Oil,58.71,57.03,327677.5,374340.54,106761.69,-267578.85,56,95
FARM01835,Punjab,Amritsar,Village_477,Wheat,PBW725,2021-07-10,2021-11-27,Zaid,1.45,Red,6.2,163,46,74,DAP,Sprinkler,94.9,30.4,72,No,None,Neem Oil,5.16,5.36,58630.6,49451.87,16418.23,-33033.64,96,80
FARM01836,Rajasthan,Kota,Village_323,Millet,Ragi,2020-03-07,2020-07-05,Zaid,14.95,Loamy,6.9,55,130,113,NPK,Sprinkler,47.2,26.0,58,No,None,Neem Oil,53.37,52.06,914022.6,483987.46,184482.01,-299505.45,88,60
FARM01837,Tamil Nadu,Coimbatore,Village_234,Soybean,NRC37,2021-07-20,2021-11-03,Zaid,14.86,Clay,6.2,69,40,105,Vermicompost,Flood,77.7,24.3,71,No,None,Neem Oil,56.29,54.05,729124.2,385572.29,198109.09,-187463.2,79,87
FARM01838,Tamil Nadu,Madurai,Village_351,Millet,Ragi,2022-01-16,2022-05-18,Zaid,13.77,Loamy,7.5,95,58,94,DAP,Rain-fed,192.0,25.7,93,Yes,Leaf Blight,Imidacloprid,71.94,57.55,512910.2,194414.35,233521.31,39106.96,22,91
FARM01839,Maharashtra,Pune,Village_300,Rice,IR64,2021-08-09,2022-01-10,Kharif,23.7,Clay,6.2,138,109,134,Urea,Sprinkler,29.9,22.4,49,No,None,Neem Oil,61.85,59.89,1333275.1,479930.31,134100.68,-345829.63,71,45
FARM01840,Tamil Nadu,Madurai,Village_253,Cotton,Bt,2023-08-27,2024-01-03,Kharif,18.59,Alluvial,5.6,53,173,143,Organic Compost,Sprinkler,136.8,25.6,87,Yes,Leaf Blight,Imidacloprid,86.05,68.84,1197740.5,472781.67,285539.87,-187241.8,53,69
FARM01841,Rajasthan,Kota,Village_97,Soybean,JS335,2021-09-29,2022-02-13,Kharif,18.52,Black,8.2,163,179,79,Urea,Rain-fed,61.4,20.6,57,No,None,Neem Oil,62.91,65.0,1434208.6,284240.1,220705.73,-63534.37,74,56
